id,label
036110.png,2
036111.png,7
036112.png,1
036113.png,5
036114.png,3
036115.png,0
036116.png,4
036117.png,4
036118.png,1
036119.png,6
036120.png,8
036121.png,3
036122.png,1
036123.png,2
036124.png,1
036125.png,6
036126.png,4
036127.png,1
036128.png,4
036129.png,7
036130.png,3
036131.png,8
036132.png,6
036133.png,6
036134.png,6
036135.png,5
036136.png,1
036137.png,0
036138.png,3
036139.png,7
036140.png,0
036141.png,8
036142.png,8
036143.png,4
036144.png,6
036145.png,1
036146.png,0
036147.png,3
036148.png,7
036149.png,6
036150.png,2
036151.png,8
036152.png,3
036153.png,3
036154.png,1
036155.png,7
036156.png,8
036157.png,1
036158.png,2
036159.png,4
036160.png,5
036161.png,4
036162.png,5
036163.png,2
036164.png,6
036165.png,1
036166.png,0
036167.png,2
036168.png,8
036169.png,0
036170.png,3
036171.png,2
036172.png,4
036173.png,2
036174.png,8
036175.png,3
036176.png,8
036177.png,8
036178.png,1
036179.png,8
036180.png,3
036181.png,1
036182.png,7
036183.png,6
036184.png,6
036185.png,4
036186.png,4
036187.png,8
036188.png,0
036189.png,7
036190.png,8
036191.png,0
036192.png,8
036193.png,2
036194.png,8
036195.png,7
036196.png,8
036197.png,1
036198.png,7
036199.png,0
036200.png,3
036201.png,2
036202.png,8
036203.png,1
036204.png,8
036205.png,2
036206.png,5
036207.png,6
036208.png,1
036209.png,8
036210.png,6
036211.png,1
036212.png,7
036213.png,3
036214.png,7
036215.png,3
036216.png,4
036217.png,0
036218.png,2
036219.png,5
036220.png,5
036221.png,8
036222.png,6
036223.png,8
036224.png,8
036225.png,3
036226.png,3
036227.png,7
036228.png,6
036229.png,8
036230.png,0
036231.png,2
036232.png,8
036233.png,0
036234.png,1
036235.png,4
036236.png,3
036237.png,2
036238.png,1
036239.png,0
036240.png,4
036241.png,4
036242.png,5
036243.png,6
036244.png,7
036245.png,8
036246.png,2
036247.png,6
036248.png,3
036249.png,5
036250.png,3
036251.png,6
036252.png,2
036253.png,0
036254.png,6
036255.png,0
036256.png,6
036257.png,8
036258.png,3
036259.png,3
036260.png,4
036261.png,8
036262.png,1
036263.png,5
036264.png,6
036265.png,4
036266.png,5
036267.png,3
036268.png,5
036269.png,2
036270.png,4
036271.png,1
036272.png,1
036273.png,6
036274.png,3
036275.png,4
036276.png,2
036277.png,8
036278.png,3
036279.png,6
036280.png,1
036281.png,8
036282.png,5
036283.png,3
036284.png,7
036285.png,0
036286.png,0
036287.png,6
036288.png,0
036289.png,7
036290.png,8
036291.png,4
036292.png,4
036293.png,1
036294.png,4
036295.png,7
036296.png,5
036297.png,3
036298.png,2
036299.png,8
036300.png,3
036301.png,2
036302.png,4
036303.png,1
036304.png,0
036305.png,5
036306.png,1
036307.png,3
036308.png,1
036309.png,8
036310.png,5
036311.png,4
036312.png,1
036313.png,0
036314.png,8
036315.png,1
036316.png,3
036317.png,2
036318.png,7
036319.png,3
036320.png,1
036321.png,8
036322.png,6
036323.png,8
036324.png,1
036325.png,7
036326.png,4
036327.png,3
036328.png,6
036329.png,4
036330.png,3
036331.png,2
036332.png,3
036333.png,6
036334.png,2
036335.png,8
036336.png,0
036337.png,5
036338.png,3
036339.png,6
036340.png,8
036341.png,0
036342.png,0
036343.png,0
036344.png,0
036345.png,0
036346.png,8
036347.png,3
036348.png,6
036349.png,2
036350.png,6
036351.png,4
036352.png,8
036353.png,8
036354.png,7
036355.png,1
036356.png,3
036357.png,4
036358.png,3
036359.png,3
036360.png,2
036361.png,1
036362.png,8
036363.png,1
036364.png,6
036365.png,7
036366.png,5
036367.png,4
036368.png,0
036369.png,1
036370.png,7
036371.png,6
036372.png,6
036373.png,6
036374.png,4
036375.png,7
036376.png,7
036377.png,0
036378.png,5
036379.png,3
036380.png,4
036381.png,3
036382.png,7
036383.png,7
036384.png,4
036385.png,8
036386.png,1
036387.png,0
036388.png,0
036389.png,5
036390.png,7
036391.png,2
036392.png,4
036393.png,6
036394.png,3
036395.png,8
036396.png,3
036397.png,1
036398.png,0
036399.png,0
036400.png,5
036401.png,4
036402.png,4
036403.png,5
036404.png,7
036405.png,2
036406.png,5
036407.png,8
036408.png,8
036409.png,2
036410.png,3
036411.png,2
036412.png,2
036413.png,4
036414.png,0
036415.png,6
036416.png,2
036417.png,2
036418.png,1
036419.png,6
036420.png,0
036421.png,1
036422.png,1
036423.png,4
036424.png,4
036425.png,5
036426.png,4
036427.png,6
036428.png,2
036429.png,8
036430.png,2
036431.png,0
036432.png,0
036433.png,2
036434.png,2
036435.png,5
036436.png,2
036437.png,6
036438.png,8
036439.png,6
036440.png,4
036441.png,5
036442.png,8
036443.png,6
036444.png,3
036445.png,1
036446.png,1
036447.png,8
036448.png,3
036449.png,2
036450.png,0
036451.png,5
036452.png,4
036453.png,4
036454.png,0
036455.png,7
036456.png,7
036457.png,7
036458.png,1
036459.png,5
036460.png,5
036461.png,2
036462.png,4
036463.png,2
036464.png,2
036465.png,0
036466.png,8
036467.png,6
036468.png,5
036469.png,5
036470.png,0
036471.png,4
036472.png,5
036473.png,2
036474.png,8
036475.png,0
036476.png,5
036477.png,0
036478.png,5
036479.png,1
036480.png,5
036481.png,5
036482.png,4
036483.png,2
036484.png,7
036485.png,4
036486.png,8
036487.png,0
036488.png,5
036489.png,3
036490.png,4
036491.png,0
036492.png,8
036493.png,4
036494.png,3
036495.png,0
036496.png,7
036497.png,4
036498.png,6
036499.png,5
036500.png,1
036501.png,2
036502.png,2
036503.png,6
036504.png,3
036505.png,1
036506.png,1
036507.png,5
036508.png,1
036509.png,1
036510.png,3
036511.png,6
036512.png,8
036513.png,1
036514.png,8
036515.png,7
036516.png,7
036517.png,7
036518.png,4
036519.png,1
036520.png,3
036521.png,5
036522.png,2
036523.png,7
036524.png,4
036525.png,0
036526.png,0
036527.png,1
036528.png,8
036529.png,3
036530.png,7
036531.png,3
036532.png,1
036533.png,5
036534.png,1
036535.png,2
036536.png,6
036537.png,6
036538.png,6
036539.png,6
036540.png,3
036541.png,8
036542.png,2
036543.png,7
036544.png,4
036545.png,2
036546.png,3
036547.png,2
036548.png,6
036549.png,5
036550.png,0
036551.png,7
036552.png,7
036553.png,1
036554.png,7
036555.png,8
036556.png,7
036557.png,4
036558.png,2
036559.png,4
036560.png,1
036561.png,4
036562.png,3
036563.png,3
036564.png,7
036565.png,6
036566.png,2
036567.png,1
036568.png,1
036569.png,4
036570.png,8
036571.png,6
036572.png,2
036573.png,3
036574.png,0
036575.png,5
036576.png,0
036577.png,1
036578.png,7
036579.png,8
036580.png,5
036581.png,5
036582.png,4
036583.png,5
036584.png,2
036585.png,4
036586.png,8
036587.png,8
036588.png,8
036589.png,6
036590.png,5
036591.png,5
036592.png,0
036593.png,1
036594.png,7
036595.png,8
036596.png,7
036597.png,0
036598.png,6
036599.png,0
036600.png,2
036601.png,1
036602.png,1
036603.png,7
036604.png,5
036605.png,5
036606.png,3
036607.png,2
036608.png,5
036609.png,5
036610.png,6
036611.png,4
036612.png,6
036613.png,3
036614.png,3
036615.png,4
036616.png,0
036617.png,5
036618.png,2
036619.png,2
036620.png,3
036621.png,0
036622.png,5
036623.png,4
036624.png,8
036625.png,2
036626.png,4
036627.png,7
036628.png,2
036629.png,8
036630.png,1
036631.png,8
036632.png,4
036633.png,6
036634.png,0
036635.png,0
036636.png,4
036637.png,5
036638.png,4
036639.png,0
036640.png,0
036641.png,8
036642.png,4
036643.png,5
036644.png,1
036645.png,5
036646.png,6
036647.png,5
036648.png,5
036649.png,0
036650.png,6
036651.png,6
036652.png,3
036653.png,5
036654.png,3
036655.png,6
036656.png,3
036657.png,8
036658.png,0
036659.png,8
036660.png,6
036661.png,1
036662.png,8
036663.png,7
036664.png,3
036665.png,3
036666.png,5
036667.png,1
036668.png,3
036669.png,7
036670.png,1
036671.png,8
036672.png,1
036673.png,3
036674.png,2
036675.png,6
036676.png,2
036677.png,7
036678.png,8
036679.png,0
036680.png,0
036681.png,4
036682.png,6
036683.png,5
036684.png,0
036685.png,6
036686.png,7
036687.png,2
036688.png,6
036689.png,3
036690.png,1
036691.png,5
036692.png,4
036693.png,4
036694.png,0
036695.png,8
036696.png,2
036697.png,6
036698.png,1
036699.png,1
036700.png,6
036701.png,2
036702.png,4
036703.png,6
036704.png,2
036705.png,5
036706.png,6
036707.png,8
036708.png,0
036709.png,2
036710.png,7
036711.png,3
036712.png,3
036713.png,7
036714.png,6
036715.png,0
036716.png,5
036717.png,3
036718.png,2
036719.png,2
036720.png,7
036721.png,4
036722.png,7
036723.png,3
036724.png,0
036725.png,3
036726.png,8
036727.png,3
036728.png,4
036729.png,8
036730.png,7
036731.png,6
036732.png,3
036733.png,5
036734.png,5
036735.png,3
036736.png,4
036737.png,7
036738.png,4
036739.png,1
036740.png,1
036741.png,4
036742.png,6
036743.png,8
036744.png,3
036745.png,1
036746.png,6
036747.png,2
036748.png,4
036749.png,4
036750.png,3
036751.png,8
036752.png,8
036753.png,4
036754.png,1
036755.png,3
036756.png,7
036757.png,7
036758.png,0
036759.png,1
036760.png,0
036761.png,5
036762.png,6
036763.png,6
036764.png,7
036765.png,5
036766.png,4
036767.png,4
036768.png,0
036769.png,8
036770.png,4
036771.png,4
036772.png,7
036773.png,8
036774.png,2
036775.png,2
036776.png,7
036777.png,1
036778.png,0
036779.png,1
036780.png,2
036781.png,2
036782.png,7
036783.png,3
036784.png,0
036785.png,5
036786.png,5
036787.png,5
036788.png,0
036789.png,2
036790.png,0
036791.png,2
036792.png,2
036793.png,0
036794.png,0
036795.png,8
036796.png,7
036797.png,5
036798.png,7
036799.png,5
036800.png,0
036801.png,2
036802.png,5
036803.png,1
036804.png,4
036805.png,4
036806.png,7
036807.png,2
036808.png,4
036809.png,6
036810.png,3
036811.png,6
036812.png,2
036813.png,7
036814.png,2
036815.png,7
036816.png,1
036817.png,6
036818.png,7
036819.png,7
036820.png,1
036821.png,8
036822.png,8
036823.png,4
036824.png,3
036825.png,6
036826.png,1
036827.png,4
036828.png,0
036829.png,4
036830.png,7
036831.png,2
036832.png,4
036833.png,4
036834.png,2
036835.png,0
036836.png,3
036837.png,5
036838.png,1
036839.png,8
036840.png,1
036841.png,8
036842.png,7
036843.png,3
036844.png,5
036845.png,2
036846.png,0
036847.png,5
036848.png,8
036849.png,5
036850.png,3
036851.png,7
036852.png,2
036853.png,2
036854.png,7
036855.png,7
036856.png,5
036857.png,2
036858.png,0
036859.png,1
036860.png,6
036861.png,4
036862.png,3
036863.png,8
036864.png,6
036865.png,7
036866.png,0
036867.png,3
036868.png,5
036869.png,7
036870.png,6
036871.png,0
036872.png,7
036873.png,0
036874.png,8
036875.png,1
036876.png,8
036877.png,2
036878.png,5
036879.png,3
036880.png,0
036881.png,8
036882.png,3
036883.png,5
036884.png,4
036885.png,1
036886.png,6
036887.png,2
036888.png,0
036889.png,0
036890.png,4
036891.png,8
036892.png,0
036893.png,7
036894.png,8
036895.png,6
036896.png,6
036897.png,5
036898.png,5
036899.png,7
036900.png,7
036901.png,1
036902.png,4
036903.png,5
036904.png,7
036905.png,5
036906.png,2
036907.png,1
036908.png,6
036909.png,8
036910.png,6
036911.png,1
036912.png,1
036913.png,8
036914.png,4
036915.png,0
036916.png,4
036917.png,0
036918.png,2
036919.png,2
036920.png,3
036921.png,8
036922.png,3
036923.png,1
036924.png,0
036925.png,0
036926.png,5
036927.png,4
036928.png,0
036929.png,3
036930.png,4
036931.png,0
036932.png,1
036933.png,0
036934.png,6
036935.png,4
036936.png,1
036937.png,0
036938.png,3
036939.png,2
036940.png,5
036941.png,4
036942.png,6
036943.png,5
036944.png,3
036945.png,2
036946.png,6
036947.png,4
036948.png,3
036949.png,1
036950.png,3
036951.png,3
036952.png,3
036953.png,3
036954.png,6
036955.png,8
036956.png,5
036957.png,8
036958.png,6
036959.png,1
036960.png,3
036961.png,2
036962.png,3
036963.png,1
036964.png,8
036965.png,6
036966.png,0
036967.png,8
036968.png,5
036969.png,0
036970.png,8
036971.png,1
036972.png,3
036973.png,5
036974.png,3
036975.png,3
036976.png,2
036977.png,6
036978.png,2
036979.png,0
036980.png,4
036981.png,6
036982.png,7
036983.png,1
036984.png,7
036985.png,7
036986.png,8
036987.png,7
036988.png,8
036989.png,6
036990.png,0
036991.png,3
036992.png,4
036993.png,6
036994.png,1
036995.png,2
036996.png,7
036997.png,4
036998.png,4
